titre,ville,code_postal,prix,surface,type_bien,pieces,url
Immeuble de rapport avec parcelle constructible de 399m2,Poitiers,86000,315 000 €,127 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23957566-vente-immeuble-de-rapport-avec-parcelle-constructible-de-399m2-poitiers
Poitiers maison duplex avec cave et jardin privatif sans copropriété,Poitiers,86000,128 000 €,48 m²/ 205 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23955837-vente-poitiers-maison-duplex-avec-cave-et-jardin-privatif-sans-copropriete-poitiers
"A vendre, poitiers bureaux de 308m² sur deux niveaux",Poitiers,86000,495 698 €,308 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23960239-vente-a-vendre-poitiers-bureaux-de-308m-sur-deux-niveaux-poitiers
"A vendre, à poitiers, 523m² de local d'activité à usage de bureau",Poitiers,86000,835 688 €,525 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23960240-vente-a-vendre-a-poitiers-523m-de-local-d-activite-a-usage-de-bureau-poitiers
Maison 115m² à poitiers,Poitiers,86000,385 000 €,115 m²/ 958 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23952518-vente-maison-115m-a-poitiers-poitiers
"A vendre, à poitiers, bureaux et parking d'une superficie de 353m²",Poitiers,86000,560 650 €,353 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23960241-vente-a-vendre-a-poitiers-bureaux-et-parking-d-une-superficie-de-353m-poitiers
Vienne (86). bar tabac presse loto jeux,Poitiers,86000,580 880 €,120 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23949335-vente-vienne-86-bar-tabac-presse-loto-jeux-poitiers
"A vendre, à poitiers  bureaux 330 m2 avec parking proche cité judiciare",Poitiers,86000,551 200 €,330 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23960238-vente-a-vendre-a-poitiers-bureaux-330-m2-avec-parking-proche-cite-judiciare-poitiers
Tabac presse loto cadeaux pmu,Poitiers,86000,120 560 €,50 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23953372-vente-tabac-presse-loto-cadeaux-pmu-poitiers
Poitiers - quartiers promenade des cours,Poitiers,86000,480 000 €,210 m²/ 1 300 m²,>Maisons à vendre,9 pièces,https://www.etreproprio.com/immobilier-23957567-vente-poitiers-quartiers-promenade-des-cours-poitiers
Bar tabac articles fumeurs epicerie gaz licence 4,Poitiers,86000,231 840 €,1 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23945395-vente-bar-tabac-articles-fumeurs-epicerie-gaz-licence-4-poitiers
Maison 126m² à poitiers,Poitiers,86000,215 000 €,126 m²/ 286 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-23941281-vente-maison-126m-a-poitiers-poitiers
420m² à poitiers,Poitiers,86000,950 000 €,420 m²,>Autres à vendre,,https://www.etreproprio.com/immobilier-23941934-vente-420m-a-poitiers-poitiers
Bar tabac articles fumeurs epicerie gaz licence 4,Poitiers,86000,78 400 €,1 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23945394-vente-bar-tabac-articles-fumeurs-epicerie-gaz-licence-4-poitiers
Vienne (86). bar tabac presse loto jeux,Poitiers,86000,580 880 €,120 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23936965-vente-vienne-86-bar-tabac-presse-loto-jeux-poitiers
Terrain constructible et dependances,Poitiers,86000,64 800 €,451 m²,>Terrains à vendre,,https://www.etreproprio.com/immobilier-23644032-vente-terrain-constructible-et-dependances-poitiers
Commerce 125m² à poitiers,Poitiers,86000,78 400 €,125 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23936966-vente-commerce-125m-a-poitiers-poitiers
Tabac presse loto jeux epicerie,Poitiers,86000,72 800 €,65 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23936964-vente-tabac-presse-loto-jeux-epicerie-poitiers
Poitiers  gibauderie : maison t5 de 116m²,Poitiers,86000,241 500 €,116 m²/ 510 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23928143-vente-poitiers-gibauderie-maison-t5-de-116m-poitiers
Appartement 55m² à poitiers,Poitiers,86000,85 065 €,55 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23930682-vente-appartement-55m-a-poitiers-poitiers
Poitiers- gibauderie. exclusivité  grand t4 de 103m²   parking couvert  aucun travaux,Poitiers,86000,179 000 €,103 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23928142-vente-poitiers-gibauderie-exclusivite-grand-t4-de-103m-parking-couvert-aucun-travaux-poitiers
poitiers proche centre-ville et gare - immeuble de rapport comprenant 4 studios,Poitiers,86000,198 800 €,79 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-22719678-vente-poitiers-proche-centre-ville-et-gare-immeuble-de-rapport-comprenant-4-studios-poitiers
Maison + garage + atelier  poitiers chilvert,Poitiers,86000,168 000 €,107 m²/ 282 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23924373-vente-maison-garage-atelier-poitiers-chilvert-poitiers
Bar tabac articles fumeurs epicerie gaz licence 4,Poitiers,86000,231 840 €,1 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-20313979-vente-bar-tabac-articles-fumeurs-epicerie-gaz-licence-4-poitiers
"A 13 mn des facs et du chu,  3 pieces de 47.58 m2 en tres bon etat dans copro de 6 lots avec peu de charges",Poitiers,86000,87 000 €,47 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23926505-vente-a-13-mn-des-facs-et-du-chu-3-pieces-de-4758-m2-en-tres-bon-etat-dans-copro-de-6-lots-avec-peu-de-charges-poitiers
Maison  des annees 30 - 131 m2 avec rénovation,Poitiers,86000,189 900 €,131 m²/ 950 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23649910-vente-maison-des-annees-30-131-m2-avec-renovation-poitiers
Bar tabac articles fumeurs epicerie gaz licence 4,Poitiers,86000,78 400 €,1 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-20313978-vente-bar-tabac-articles-fumeurs-epicerie-gaz-licence-4-poitiers
Unique !!!!,Poitiers,86000,344 900 €,159 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23917951-vente-unique-poitiers
Poitiers blossac - immeuble de rapport,Poitiers,86000,229 000 €,89 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23917452-vente-poitiers-blossac-immeuble-de-rapport-poitiers
Poitiers - quartier trois cités et fief de grimoire - maison de 61 m² et sous-sol + grand studio indépendant de 30 m²,Poitiers,86000,200 000 €,90 m²/ 334 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23911426-vente-poitiers-quartier-trois-cites-et-fief-de-grimoire-maison-de-61-m-et-sous-sol-grand-studio-independant-de-30-m-poitiers
Tabac presse loto jeux cigarettes electronique cbd tabac a c,Poitiers,86000,493 200 €,1 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23911379-vente-tabac-presse-loto-jeux-cigarettes-electronique-cbd-tabac-a-c-poitiers
Appartement 62m² à poitiers,Poitiers,86000,130 000 €,62 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23910938-vente-appartement-62m-a-poitiers-poitiers
Appartement  2 pièce(s) 34.50 m2,Poitiers,86000,81 000 €,35 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23143871-vente-appartement-2-pieces-3450-m2-poitiers
Grand t2  de 69 m²  résidence rue des carolus;,Poitiers,86000,99 500 €,69 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23898697-vente-grand-t2-de-69-m-residence-rue-des-carolus-poitiers
Appartement t3 à vendre centre-ville poitiers,Poitiers,86000,70 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23034591-vente-appartement-t3-a-vendre-centre-ville-poitiers-poitiers
Maison 100m² à poitiers,Poitiers,86000,188 000 €,100 m²/ 182 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23496830-vente-maison-100m-a-poitiers-poitiers
Appartement à rénover,Poitiers,86000,62 000 €,69 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23906444-vente-appartement-a-renover-poitiers
Appartement 28m² à poitiers,Poitiers,86000,69 500 €,28 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23901897-vente-appartement-28m-a-poitiers-poitiers
Appartement 35m² à poitiers,Poitiers,86000,80 000 €,35 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23221855-vente-appartement-35m-a-poitiers-poitiers
Appartement t3 poitiers,Poitiers,86000,79 999 €,66 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23898393-vente-appartement-t3-poitiers-poitiers
Maison 82m² à poitiers,Poitiers,86000,178 000 €,83 m²/ 445 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23901913-vente-maison-82m-a-poitiers-poitiers
Appartement 238m² à poitiers,Poitiers,86000,418 000 €,238 m²/ 333 m²,>Appartements à vendre,11 pièces,https://www.etreproprio.com/immobilier-23901862-vente-appartement-238m-a-poitiers-poitiers
Appartement 99m² à poitiers,Poitiers,86000,199 000 €,99 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23893615-vente-appartement-99m-a-poitiers-poitiers
Appartement t2 avec cave et parking - poitiers,Poitiers,86000,97 000 €,49 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23890234-vente-appartement-t2-avec-cave-et-parking-poitiers-poitiers
Appartement 32m² à poitiers,Poitiers,86000,91 000 €,32 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23890514-vente-appartement-32m-a-poitiers-poitiers
Idéalement située proche centre & commerces  maison saine avec potentiel,Poitiers,86000,162 700 €,91 m²/ 242 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23032108-vente-idealement-situee-proche-centre-commerces-maison-saine-avec-potentiel-poitiers
Les couronneries,Poitiers,86000,71 000 €,69 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23887173-vente-les-couronneries-poitiers
Appartement 3 pièce(s) 66 m2,Poitiers,86000,108 000 €,66 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23880365-vente-appartement-3-pieces-66-m2-poitiers
Maison 112m² à poitiers,Poitiers,86000,275 000 €,112 m²/ 517 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23883706-vente-maison-112m-a-poitiers-poitiers
Maison 70m² à poitiers,Poitiers,86000,100 000 €,70 m²/ 250 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23881039-vente-maison-70m-a-poitiers-poitiers
Appartement 72m² à poitiers,Poitiers,86000,267 000 €,72 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23882796-vente-appartement-72m-a-poitiers-poitiers
Appartement 57m² à poitiers,Poitiers,86000,199 000 €,58 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23880616-vente-appartement-57m-a-poitiers-poitiers
Maison 37m² à poitiers,Poitiers,86000,89 000 €,37 m²,>Maisons à vendre,2 pièces,https://www.etreproprio.com/immobilier-23882590-vente-maison-37m-a-poitiers-poitiers
Appartement 24m² à poitiers,Poitiers,86000,82 300 €,24 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23884255-vente-appartement-24m-a-poitiers-poitiers
Maison 99m² à poitiers,Poitiers,86000,189 500 €,99 m²/ 182 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-22425635-vente-maison-99m-a-poitiers-poitiers
Poitiers appartement moderne et fonctionnel,Poitiers,86000,163 000 €,70 m²/ 10 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23649927-vente-poitiers-appartement-moderne-et-fonctionnel-poitiers
Maison à rénover comprenant 3 chambres,Poitiers,86000,149 100 €,115 m²/ 1 098 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23885370-vente-maison-a-renover-comprenant-3-chambres-poitiers
Maison traditionnelle t5 notre dame - poitiers,Poitiers,86000,375 000 €,112 m²/ 138 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23298079-vente-maison-traditionnelle-t5-notre-dame-poitiers-poitiers
Maison 77m² à poitiers,Poitiers,86000,136 000 €,77 m²/ 320 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23868422-vente-maison-77m-a-poitiers-poitiers
Vue imprenable sur poitiers,Poitiers,86000,75 000 €,65 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23876951-vente-vue-imprenable-sur-poitiers-poitiers
Bureaux poitiers 4 pièce(s) 93.20 m2,Poitiers,86000,130 000 €,83 m²,>Commerces à vendre,4 pièces,https://www.etreproprio.com/immobilier-23871650-vente-bureaux-poitiers-4-pieces-9320-m2-poitiers
Tabac presse loto jeux cigarettes electronique cbd tabac a chicha borne pmu,Poitiers,86000,493 200 €,1 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-21276900-vente-tabac-presse-loto-jeux-cigarettes-electronique-cbd-tabac-a-chicha-borne-pmu-poitiers
Centre ville rue gambetta,Poitiers,86000,252 000 €,100 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23358835-vente-centre-ville-rue-gambetta-poitiers
Poitiers proche commerces,Poitiers,86000,87 000 €,68 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23865781-vente-poitiers-proche-commerces-poitiers
Maison 58m² à poitiers,Poitiers,86000,160 500 €,59 m²/ 638 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23858938-vente-maison-58m-a-poitiers-poitiers
Bien rare : rénovation haut de gamme en plein cur historique,Poitiers,86000,375 000 €,102 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23104570-vente-bien-rare-renovation-haut-de-gamme-en-plein-c-ur-historique-poitiers
"Propriété avec étang et source, hectares",Poitiers,86000,599 900 €,213 m²/ 75 000 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-16526885-vente-propriete-avec-etang-et-source-hectares-poitiers
Bureaux poitiers  977 m² 23 pièces,Poitiers,86000,1 378 000 €,977 m²,>Commerces à vendre,23 pièces,https://www.etreproprio.com/immobilier-23861244-vente-bureaux-poitiers-977-m-23-pieces-poitiers
Appartement 98m² à poitiers,Poitiers,86000,188 000 €,98 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23863220-vente-appartement-98m-a-poitiers-poitiers
poitiers blossac - maison 4 ch. libre avec terrasse & garages + t2 loué,Poitiers,86000,315 450 €,128 m²/ 277 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23865782-vente-poitiers-blossac-maison-4-ch-libre-avec-terrasse-garages-t2-loue-poitiers
T2 avec grande terrasse et parking  emplacement idéal,Poitiers,86000,117 500 €,58 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23864029-vente-t2-avec-grande-terrasse-et-parking-emplacement-ideal-poitiers
Maison 131m² à poitiers,Poitiers,86000,353 100 €,131 m²/ 475 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23858936-vente-maison-131m-a-poitiers-poitiers
Maison 180m² à poitiers,Poitiers,86000,295 000 €,180 m²/ 390 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23119141-vente-maison-180m-a-poitiers-poitiers
Maison de ville promenade des cours,Poitiers,86000,160 000 €,131 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-23864984-vente-maison-de-ville-promenade-des-cours-poitiers
Poitiers (86000) - maison 77 m2 - 2 chambres - jardin,Poitiers,86000,136 000 €,77 m²/ 140 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-22226251-vente-poitiers-86000-maison-77-m2-2-chambres-jardin-poitiers
Appartement,Poitiers,86000,64 000 €,19 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23856719-vente-appartement-poitiers
Appartement,Poitiers,86000,205 000 €,64 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23856720-vente-appartement-poitiers
Appartement t2 de charme situé en plein cœur du centre historique de poitiers,Poitiers,86000,208 000 €,49 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23856268-vente-appartement-t2-de-charme-situe-en-plein-coeur-du-centre-historique-de-poitiers-poitiers
Duplex a renover - poitiers plateau,Poitiers,86000,52 800 €,27 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23857237-vente-duplex-a-renover-poitiers-plateau-poitiers
Poitiers- appartement de type 2,Poitiers,86000,81 060 €,33 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23853047-vente-poitiers-appartement-de-type-2-poitiers
Vienne (86). a vendre terrain nu de 18 000m2 environ en zone,Poitiers,86000,390 034 €,18 730 m²,>Terrains à vendre,,https://www.etreproprio.com/immobilier-23851005-vente-vienne-86-a-vendre-terrain-nu-de-18-000m2-environ-en-zone-poitiers
Appartement 40m² à poitiers,Poitiers,86000,126 500 €,40 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23850299-vente-appartement-40m-a-poitiers-poitiers
Propriété de 256 m²  a 10 min de chartres secteur mignieres,Chartres,28000,406 000 €,256 m²/ 1 864 m²,>Maisons à vendre,8 pièces,https://www.etreproprio.com/immobilier-23967170-vente-propriete-de-256-m-a-10-min-de-chartres-secteur-mignieres-chartres
Appartement 77m² à chartres,Chartres,28000,211 000 €,77 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23843709-vente-appartement-77m-a-chartres-chartres
"Chartres - magnifique appartement de 93 m2, 5 pieces",Chartres,28000,157 900 €,93 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23968582-vente-chartres-magnifique-appartement-de-93-m2-5-pieces-chartres
Exclusivité chartres maison de ville,Chartres,28000,199 000 €,73 m²/ 74 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-21870595-vente-exclusivite-chartres-maison-de-ville-chartres
Mainvilliers,Chartres,28000,99 500 €,39 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23969864-vente-mainvilliers-chartres
Maison 147m² à chartres,Chartres,28000,229 000 €,147 m²/ 399 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23974633-vente-maison-147m-a-chartres-chartres
"Lmnp - chartres - appartement duplex de 40 m2 , et parking",Chartres,28000,63 000 €,40 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-22602292-vente-lmnp-chartres-appartement-duplex-de-40-m2-et-parking-chartres
Maison de caractère,Chartres,28000,592 000 €,230 m²/ 362 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-23978456-vente-maison-de-caractere-chartres
"Proche chartres - thivars - charmante maison de ville de 295 m², 8 pièces",Chartres,28000,299 000 €,295 m²/ 617 m²,>Maisons à vendre,8 pièces,https://www.etreproprio.com/immobilier-22244010-vente-proche-chartres-thivars-charmante-maison-de-ville-de-295-m-8-pieces-chartres
Commerce 480m² à chartres,Chartres,28000,927 000 €,480 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23974114-vente-commerce-480m-a-chartres-chartres
"Maison ancienne , grand terrain + dépendance agglomération filibus recherchée",Chartres,28000,299 990 €,141 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23962005-vente-maison-ancienne-grand-terrain-dependance-agglomeration-filibus-recherchee-chartres
Maison 119m² à chartres,Chartres,28000,238 500 €,119 m²/ 467 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23964055-vente-maison-119m-a-chartres-chartres
Local commercial avec forte visibilité,Chartres,28000,220 000 €,200 m²,>Commerces à vendre,6 pièces,https://www.etreproprio.com/immobilier-23961927-vente-local-commercial-avec-forte-visibilite-chartres
Appartement 28000,Chartres,28000,126 000 €,67 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23964786-vente-appartement-28000-chartres
"Chartres basse ville appartement  avec balcon, cellier et parking",Chartres,28000,99 990 €,38 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23962003-vente-chartres-basse-ville-appartement-avec-balcon-cellier-et-parking-chartres
Gare à pieds- superbe maison bourgeoise,Chartres,28000,520 000 €,135 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23961999-vente-gare-a-pieds-superbe-maison-bourgeoise-chartres
À vendre charmant appartement 3 pièces à chartres ? idéal investissement !,Chartres,28000,101 000 €,52 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23965222-vente-a-vendre-charmant-appartement-3-pieces-a-chartres-ideal-investissement-chartres
T2 avec terrasse + parking,Chartres,28000,124 900 €,43 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23960392-vente-t2-avec-terrasse-parking-chartres
Chartres coeur de ville - appartement 4 pièces avec parking et ascenseur,Chartres,28000,229 000 €,86 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23747103-vente-chartres-coeur-de-ville-appartement-4-pieces-avec-parking-et-ascenseur-chartres
Appartement 63m² à chartres,Chartres,28000,147 700 €,63 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23955883-vente-appartement-63m-a-chartres-chartres
Chartres basse-ville- maison des années 20 avec jardinet et stationnement.,Chartres,28000,249 000 €,90 m²/ 189 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23961352-vente-chartres-basse-ville-maison-des-annees-20-avec-jardinet-et-stationnement-chartres
Local d'activité 755m² à chartres,Chartres,28000,1 124 950 €,755 m²,>Autres à vendre,,https://www.etreproprio.com/immobilier-23951764-vente-local-d-activite-755m-a-chartres-chartres
Local d'activité 450m² à chartres,Chartres,28000,670 500 €,450 m²,>Autres à vendre,,https://www.etreproprio.com/immobilier-23951766-vente-local-d-activite-450m-a-chartres-chartres
T4 chartres garage + place de parking + cave,Chartres,28000,249 000 €,102 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23960395-vente-t4-chartres-garage-place-de-parking-cave-chartres
Appartement  3 pièce(s),Chartres,28000,112 350 €,67 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23955693-vente-appartement-3-pieces-chartres
Local d'activité 300m² à chartres,Chartres,28000,447 000 €,300 m²,>Autres à vendre,,https://www.etreproprio.com/immobilier-23951765-vente-local-d-activite-300m-a-chartres-chartres
Appartement chartres 2 pièces 51 m2,Chartres,28000,145 800 €,51 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23951721-vente-appartement-chartres-2-pieces-51-m2-chartres
Chartres appartement de 5 pièces avec balcon,Chartres,28000,99 000 €,91 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-22499478-vente-chartres-appartement-de-5-pieces-avec-balcon-chartres
Maison t5 chartres - secteur recherché,Chartres,28000,249 000 €,111 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23960394-vente-maison-t5-chartres-secteur-recherche-chartres
"Chartres proche gare - elégante maison xixème avec 6 chambres, garage, jardin de 1400m2 et maison d'amis",Chartres,28000,650 000 €,200 m²/ 1 400 m²,>Maisons à vendre,8 pièces,https://www.etreproprio.com/immobilier-23957335-vente-chartres-proche-gare-elegante-maison-xixeme-avec-6-chambres-garage-jardin-de-1400m2-et-maison-d-amis-chartres
Chartres cathedrale- duplex unique en cœur de ville!,Chartres,28000,478 000 €,267 m²,>Appartements à vendre,7 pièces,https://www.etreproprio.com/immobilier-23961351-vente-chartres-cathedrale-duplex-unique-en-coeur-de-ville-chartres
Appartement chartres 4 pièce(s) 117.17 m2,Chartres,28000,380 000 €,117 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23960921-vente-appartement-chartres-4-pieces-11717-m2-chartres
Appartement chartres 4 pièce(s) 86.97 m2,Chartres,28000,284 000 €,87 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23960920-vente-appartement-chartres-4-pieces-8697-m2-chartres
Terrain 844m² à chartres,Chartres,28000,138 000 €,844 m²,>Terrains à vendre,,https://www.etreproprio.com/immobilier-23953585-vente-terrain-844m-a-chartres-chartres
Appartement 40m² à chartres,Chartres,28000,54 500 €,40 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23378001-vente-appartement-40m-a-chartres-chartres
Beau t4 de 75 m² en duplex au bord de l'eure a proximite de la gare,Chartres,28000,194 000 €,75 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-22453785-vente-beau-t4-de-75-m-en-duplex-au-bord-de-l-eure-a-proximite-de-la-gare-chartres
Basse ville de chartres,Chartres,28000,193 000 €,75 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23430635-vente-basse-ville-de-chartres-chartres
Vente appartement chartres(28000) 259 000ï¿œ,Chartres,28000,259 000 €,72 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23938455-vente-vente-appartement-chartres28000-259-000i-oe-chartres
A saisir absolument!!!,Chartres,28000,260 000 €,80 m²/ 143 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23176614-vente-a-saisir-absolument-chartres
Appartement 76m² à chartres,Chartres,28000,215 250 €,77 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23715061-vente-appartement-76m-a-chartres-chartres
Fonds de commerce bar tabac fdj,Chartres,28000,308 000 €,160 m²,>Commerces à vendre,4 pièces,https://www.etreproprio.com/immobilier-23935689-vente-fonds-de-commerce-bar-tabac-fdj-chartres
"Chartres proche place des epars- elégant appartement d'environ 103m2, ascenseur, cave, terrasse et parkings",Chartres,28000,439 000 €,104 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23934187-vente-chartres-proche-place-des-epars-elegant-appartement-d-environ-103m2-ascenseur-cave-terrasse-et-parkings-chartres
Appartement 104m² à chartres,Chartres,28000,439 000 €,104 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23928603-vente-appartement-104m-a-chartres-chartres
Appartement 52m² à chartres,Chartres,28000,104 000 €,52 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-22461548-vente-appartement-52m-a-chartres-chartres
Studio loue gare chartres,Chartres,28000,60 000 €,29 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23715558-vente-studio-loue-gare-chartres-chartres
Maison à vendre 4 pièces chartres (28),Chartres,28000,209 000 €,84 m²/ 306 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23935439-vente-maison-a-vendre-4-pieces-chartres-28-chartres
"Chartres 10km vallee de l'eure - elégante maison fin xixème d'environ 224m2, dépendance, jardin.",Chartres,28000,468 000 €,224 m²/ 433 m²,>Maisons à vendre,9 pièces,https://www.etreproprio.com/immobilier-23934186-vente-chartres-10km-vallee-de-l-eure-elegante-maison-fin-xixeme-d-environ-224m2-dependance-jardin-chartres
Bureaux lumineux avec vue jardin – 39 m² – centre-ville de chartres – 79 900 € ttc,Chartres,28000,79 900 €,39 m²,>Commerces à vendre,3 pièces,https://www.etreproprio.com/immobilier-23928976-vente-bureaux-lumineux-avec-vue-jardin-39-m-centre-ville-de-chartres-79-900-ttc-chartres
